Service Name,Port Number,Transport Protocol
newlixreg,2671,udp
nhserver,2672,udp
firstcall42,2673,udp
ewnn,2674,udp
ttc-etap,2675,udp
simslink,2676,udp
gadgetgate1way,2677,udp
gadgetgate2way,2678,udp
syncserverssl,2679,udp
pxc-sapxom,2680,udp
mpnjsomb,2681,udp
ncdloadbalance,2683,udp
mpnjsosv,2684,udp
mpnjsocl,2685,udp
mpnjsomg,2686,udp
pq-lic-mgmt,2687,udp
md-cg-http,2688,udp
fastlynx,2689,udp
hp-nnm-data,2690,udp
itinternet,2691,udp
admins-lms,2692,udp
pwrsevent,2694,udp
vspread,2695,udp
unifyadmin,2696,udp
oce-snmp-trap,2697,udp
mck-ivpip,2698,udp
csoft-plusclnt,2699,udp
tqdata,2700,udp
sms-rcinfo,2701,udp
sms-xfer,2702,udp
sms-chat,2703,udp
sms-remctrl,2704,udp
sds-admin,2705,udp
ncdmirroring,2706,udp
emcsymapiport,2707,udp
banyan-net,2708,udp
supermon,2709,udp
sso-service,2710,udp
sso-control,2711,udp
aocp,2712,udp
raventbs,2713,udp
raventdm,2714,udp
hpstgmgr2,2715,udp
inova-ip-disco,2716,udp
pn-requester,2717,udp
pn-requester2,2718,udp
scan-change,2719,udp
wkars,2720,udp
smart-diagnose,2721,udp
proactivesrvr,2722,udp
watchdog-nt,2723,udp
qotps,2724,udp
msolap-ptp2,2725,udp
tams,2726,udp
mgcp-callagent,2727,udp
sqdr,2728,udp
tcim-control,2729,udp
nec-raidplus,2730,udp
fyre-messanger,2731,udp
g5m,2732,udp
signet-ctf,2733,udp
ccs-software,2734,udp
netiq-mc,2735,udp
radwiz-nms-srv,2736,udp
srp-feedback,2737,udp
ndl-tcp-ois-gw,2738,udp
tn-timing,2739,udp
alarm,2740,udp
tsb,2741,udp
tsb2,2742,udp
murx,2743,udp
honyaku,2744,udp
urbisnet,2745,udp
cpudpencap,2746,udp
fjippol-swrly,2747,udp
fjippol-polsvr,2748,udp
fjippol-cnsl,2749,udp
fjippol-port1,2750,udp
fjippol-port2,2751,udp
rsisysaccess,2752,udp
de-spot,2753,udp
apollo-cc,2754,udp
expresspay,2755,udp
simplement-tie,2756,udp
cnrp,2757,udp
apollo-status,2758,udp
apollo-gms,2759,udp
sabams,2760,udp
dicom-iscl,2761,udp
dicom-tls,2762,udp
desktop-dna,2763,udp
data-insurance,2764,udp
qip-audup,2765,udp
compaq-scp,2766,udp
uadtc,2767,udp
uacs,2768,udp
exce,2769,udp
veronica,2770,udp
vergencecm,2771,udp
auris,2772,udp
rbakcup1,2773,udp
rbakcup2,2774,udp
smpp,2775,udp
ridgeway1,2776,udp
ridgeway2,2777,udp
gwen-sonya,2778,udp
lbc-sync,2779,udp
lbc-control,2780,udp
whosells,2781,udp
everydayrc,2782,udp
aises,2783,udp
www-dev,2784,udp
aic-np,2785,udp
aic-oncrpc,2786,udp
piccolo,2787,udp
fryeserv,2788,udp
media-agent,2789,udp
plgproxy,2790,udp
mtport-regist,2791,udp
f5-globalsite,2792,udp
initlsmsad,2793,udp
urp,2794,udp
livestats,2795,udp
ac-tech,2796,udp
esp-encap,2797,udp
tmesis-upshot,2798,udp
icon-discover,2799,udp
acc-raid,2800,udp
igcp,2801,udp
veritas-udp1,2802,udp
btprjctrl,2803,udp
dvr-esm,2804,udp
wta-wsp-s,2805,udp
cspuni,2806,udp
cspmulti,2807,udp
j-lan-p,2808,udp
corbaloc,2809,udp
netsteward,2810,udp
gsiftp,2811,udp
atmtcp,2812,udp
llm-pass,2813,udp
llm-csv,2814,udp
lbc-measure,2815,udp
lbc-watchdog,2816,udp
nmsigport,2817,udp
rmlnk,2818,udp
fc-faultnotify,2819,udp
univision,2820,udp
vrts-at-port,2821,udp
ka0wuc,2822,udp
cqg-netlan,2823,udp
cqg-netlan-1,2824,udp
slc-systemlog,2826,udp
slc-ctrlrloops,2827,udp
itm-lm,2828,udp
silkp1,2829,udp
silkp2,2830,udp
silkp3,2831,udp
silkp4,2832,udp
glishd,2833,udp
evtp,2834,udp
evtp-data,2835,udp
catalyst,2836,udp
repliweb,2837,udp
starbot,2838,udp
nmsigport,2839,udp
l3-exprt,2840,udp
l3-ranger,2841,udp
l3-hawk,2842,udp
pdnet,2843,udp
bpcp-poll,2844,udp
bpcp-trap,2845,udp
aimpp-hello,2846,udp
aimpp-port-req,2847,udp
amt-blc-port,2848,udp
fxp,2849,udp
metaconsole,2850,udp
webemshttp,2851,udp
bears-01,2852,udp
ispipes,2853,udp
infomover,2854,udp
cesdinv,2856,udp
simctlp,2857,udp
ecnp,2858,udp
activememory,2859,udp
dialpad-voice1,2860,udp
dialpad-voice2,2861,udp
ttg-protocol,2862,udp
sonardata,2863,udp
astronova-main,2864,udp
pit-vpn,2865,udp
iwlistener,2866,udp
esps-portal,2867,udp
npep-messaging,2868,udp
icslap,2869,udp
daishi,2870,udp
msi-selectplay,2871,udp
radix,2872,udp
psrt,2873,udp
dxmessagebase1,2874,udp
dxmessagebase2,2875,udp
sps-tunnel,2876,udp
bluelance,2877,udp
aap,2878,udp
ucentric-ds,2879,udp
synapse,2880,udp
ndsp,2881,udp
ndtp,2882,udp
ndnp,2883,udp
flashmsg,2884,udp
topflow,2885,udp
responselogic,2886,udp
aironetddp,2887,udp
spcsdlobby,2888,udp
rsom,2889,udp
cspclmulti,2890,udp
cinegrfx-elmd,2891,udp
snifferdata,2892,udp
vseconnector,2893,udp
abacus-remote,2894,udp
natuslink,2895,udp
ecovisiong6-1,2896,udp
citrix-rtmp,2897,udp
appliance-cfg,2898,udp
powergemplus,2899,udp
quicksuite,2900,udp
allstorcns,2901,udp
netaspi,2902,udp
suitcase,2903,udp
m2ua,2904,udp
caller9,2906,udp
webmethods-b2b,2907,udp
mao,2908,udp
funk-dialout,2909,udp
tdaccess,2910,udp
blockade,2911,udp
epicon,2912,udp
boosterware,2913,udp
gamelobby,2914,udp
tksocket,2915,udp
elvin-server,2916,udp
elvin_server,2916,udp
elvin-client,2917,udp
elvin_client,2917,udp
kastenchasepad,2918,udp
roboer,2919,udp
roboeda,2920,udp
cesdcdman,2921,udp
cesdcdtrn,2922,udp
wta-wsp-wtp-s,2923,udp
precise-vip,2924,udp
mobile-file-dl,2926,udp
unimobilectrl,2927,udp
redstone-cpss,2928,udp
amx-webadmin,2929,udp
amx-weblinx,2930,udp
circle-x,2931,udp
incp,2932,udp
4-tieropmgw,2933,udp
4-tieropmcli,2934,udp
qtp,2935,udp
otpatch,2936,udp
pnaconsult-lm,2937,udp
sm-pas-1,2938,udp
sm-pas-2,2939,udp
sm-pas-3,2940,udp
sm-pas-4,2941,udp
sm-pas-5,2942,udp
ttnrepository,2943,udp
megaco-h248,2944,udp
h248-binary,2945,udp
fjsvmpor,2946,udp
gpsd,2947,udp
wap-push,2948,udp
wap-pushsecure,2949,udp
esip,2950,udp
ottp,2951,udp
mpfwsas,2952,udp
ovalarmsrv,2953,udp
ovalarmsrv-cmd,2954,udp
csnotify,2955,udp
ovrimosdbman,2956,udp
jmact5,2957,udp
jmact6,2958,udp
rmopagt,2959,udp
dfoxserver,2960,udp
boldsoft-lm,2961,udp
iph-policy-cli,2962,udp
iph-policy-adm,2963,udp
bullant-srap,2964,udp
bullant-rap,2965,udp
idp-infotrieve,2966,udp
ssc-agent,2967,udp
enpp,2968,udp
essp,2969,udp
index-net,2970,udp
netclip,2971,udp
pmsm-webrctl,2972,udp
svnetworks,2973,udp
signal,2974,udp
fjmpcm,2975,udp
cns-srv-port,2976,udp
ttc-etap-ns,2977,udp
ttc-etap-ds,2978,udp
h263-video,2979,udp
wimd,2980,udp
mylxamport,2981,udp
iwb-whiteboard,2982,udp
netplan,2983,udp
hpidsadmin,2984,udp
hpidsagent,2985,udp
stonefalls,2986,udp
identify,2987,udp
hippad,2988,udp
zarkov,2989,udp
boscap,2990,udp
wkstn-mon,2991,udp
avenyo,2992,udp
veritas-vis1,2993,udp
veritas-vis2,2994,udp
idrs,2995,udp
vsixml,2996,udp
rebol,2997,udp
realsecure,2998,udp
remoteware-un,2999,udp
hbci,3000,udp
remoteware-cl,3000,udp
exlm-agent,3002,udp
remoteware-srv,3002,udp
cgms,3003,udp
csoftragent,3004,udp
geniuslm,3005,udp
ii-admin,3006,udp
lotusmtap,3007,udp
midnight-tech,3008,udp
pxc-ntfy,3009,udp
ping-pong,3010,udp
trusted-web,3011,udp
twsdss,3012,udp
gilatskysurfer,3013,udp
broker-service,3014,udp
broker_service,3014,udp
nati-dstp,3015,udp
notify-srvr,3016,udp
notify_srvr,3016,udp
event-listener,3017,udp
event_listener,3017,udp
srvc-registry,3018,udp
srvc_registry,3018,udp
resource-mgr,3019,udp
resource_mgr,3019,udp
cifs,3020,udp
agriserver,3021,udp
csregagent,3022,udp
magicnotes,3023,udp
nds-sso,3024,udp
nds_sso,3024,udp
arepa-raft,3025,udp
agri-gateway,3026,udp
LiebDevMgmt-C,3027,udp
LiebDevMgmt_C,3027,udp
LiebDevMgmt-DM,3028,udp
LiebDevMgmt_DM,3028,udp
LiebDevMgmt-A,3029,udp
LiebDevMgmt_A,3029,udp
arepa-cas,3030,udp
eppc,3031,udp
redwood-chat,3032,udp
pdb,3033,udp
osmosis-aeea,3034,udp
fjsv-gssagt,3035,udp
hagel-dump,3036,udp
hp-san-mgmt,3037,udp
santak-ups,3038,udp
cogitate,3039,udp
tomato-springs,3040,udp
di-traceware,3041,udp
journee,3042,udp
brp,3043,udp
epp,3044,udp
responsenet,3045,udp
di-ase,3046,udp
hlserver,3047,udp
pctrader,3048,udp
nsws,3049,udp
gds-db,3050,udp
gds_db,3050,udp
galaxy-server,3051,udp
apc-3052,3052,udp
dsom-server,3053,udp
amt-cnf-prot,3054,udp
policyserver,3055,udp
cdl-server,3056,udp
goahead-fldup,3057,udp
videobeans,3058,udp
qsoft,3059,udp
interserver,3060,udp
cautcpd,3061,udp
ncacn-ip-tcp,3062,udp
ncadg-ip-udp,3063,udp
rprt,3064,udp
slinterbase,3065,udp
netattachsdmp,3066,udp
fjhpjp,3067,udp
ls3bcast,3068,udp
ls3,3069,udp
mgxswitch,3070,udp
csd-monitor,3072,udp
vcrp,3073,udp
xbox,3074,udp
orbix-locator,3075,udp
orbix-config,3076,udp
orbix-loc-ssl,3077,udp
orbix-cfg-ssl,3078,udp
lv-frontpanel,3079,udp
stm-pproc,3080,udp
stm_pproc,3080,udp
tl1-lv,3081,udp
tl1-raw,3082,udp
tl1-telnet,3083,udp
itm-mccs,3084,udp
pcihreq,3085,udp
jdl-dbkitchen,3086,udp
asoki-sma,3087,udp
xdtp,3088,udp
ptk-alink,3089,udp
stss,3090,udp
1ci-smcs,3091,udp
rapidmq-center,3093,udp
rapidmq-reg,3094,udp
panasas,3095,udp
ndl-aps,3096,udp
umm-port,3098,udp
chmd,3099,udp
opcon-xps,3100,udp
hp-pxpib,3101,udp
slslavemon,3102,udp
autocuesmi,3103,udp
autocuetime,3104,udp
cardbox,3105,udp
cardbox-http,3106,udp
business,3107,udp
geolocate,3108,udp
personnel,3109,udp
sim-control,3110,udp
wsynch,3111,udp
ksysguard,3112,udp
cs-auth-svr,3113,udp
ccmad,3114,udp
mctet-master,3115,udp
mctet-gateway,3116,udp
mctet-jserv,3117,udp
pkagent,3118,udp
d2000kernel,3119,udp
d2000webserver,3120,udp
vtr-emulator,3122,udp
edix,3123,udp
beacon-port,3124,udp
a13-an,3125,udp
ctx-bridge,3127,udp
ndl-aas,3128,udp
netport-id,3129,udp
icpv2,3130,udp
netbookmark,3131,udp
ms-rule-engine,3132,udp
prism-deploy,3133,udp
ecp,3134,udp
peerbook-port,3135,udp
grubd,3136,udp
rtnt-1,3137,udp
rtnt-2,3138,udp
incognitorv,3139,udp
ariliamulti,3140,udp
vmodem,3141,udp
rdc-wh-eos,3142,udp
seaview,3143,udp
tarantella,3144,udp
csi-lfap,3145,udp
bears-02,3146,udp
rfio,3147,udp
nm-game-admin,3148,udp
nm-game-server,3149,udp
nm-asses-admin,3150,udp
nm-assessor,3151,udp
feitianrockey,3152,udp
s8-client-port,3153,udp
ccmrmi,3154,udp
jpegmpeg,3155,udp
indura,3156,udp
lsa-comm,3157,udp
stvp,3158,udp
navegaweb-port,3159,udp
tip-app-server,3160,udp
doc1lm,3161,udp
sflm,3162,udp
res-sap,3163,udp
imprs,3164,udp
newgenpay,3165,udp
sossecollector,3166,udp
nowcontact,3167,udp
poweronnud,3168,udp
serverview-as,3169,udp
serverview-asn,3170,udp
serverview-gf,3171,udp
serverview-rm,3172,udp
serverview-icc,3173,udp
armi-server,3174,udp
t1-e1-over-ip,3175,udp
ars-master,3176,udp
phonex-port,3177,udp
radclientport,3178,udp
h2gf-w-2m,3179,udp
mc-brk-srv,3180,udp
bmcpatrolagent,3181,udp
bmcpatrolrnvu,3182,udp
cops-tls,3183,udp
apogeex-port,3184,udp
smpppd,3185,udp
iiw-port,3186,udp
odi-port,3187,udp
brcm-comm-port,3188,udp
pcle-infex,3189,udp
csvr-proxy,3190,udp
csvr-sslproxy,3191,udp
firemonrcc,3192,udp
spandataport,3193,udp
magbind,3194,udp
ncu-1,3195,udp
ncu-2,3196,udp
embrace-dp-s,3197,udp
embrace-dp-c,3198,udp
dmod-workspace,3199,udp
tick-port,3200,udp
cpq-tasksmart,3201,udp
intraintra,3202,udp
netwatcher-mon,3203,udp
netwatcher-db,3204,udp
isns,3205,udp
ironmail,3206,udp
vx-auth-port,3207,udp
pfu-prcallback,3208,udp
netwkpathengine,3209,udp
flamenco-proxy,3210,udp
avsecuremgmt,3211,udp
surveyinst,3212,udp
neon24x7,3213,udp
jmq-daemon-1,3214,udp
jmq-daemon-2,3215,udp
ferrari-foam,3216,udp
unite,3217,udp
smartpackets,3218,udp
wms-messenger,3219,udp
xnm-ssl,3220,udp
xnm-clear-text,3221,udp
glbp,3222,udp
digivote,3223,udp
aes-discovery,3224,udp
fcip-port,3225,udp
isi-irp,3226,udp
dwnmshttp,3227,udp
dwmsgserver,3228,udp
global-cd-port,3229,udp
sftdst-port,3230,udp
vidigo,3231,udp
mdtp,3232,udp
whisker,3233,udp
alchemy,3234,udp
mdap-port,3235,udp
apparenet-ts,3236,udp
apparenet-tps,3237,udp
apparenet-as,3238,udp
apparenet-ui,3239,udp
triomotion,3240,udp
sysorb,3241,udp
sdp-id-port,3242,udp
timelot,3243,udp
onesaf,3244,udp
vieo-fe,3245,udp
dvt-system,3246,udp
dvt-data,3247,udp
procos-lm,3248,udp
ssp,3249,udp
hicp,3250,udp
sysscanner,3251,udp
dhe,3252,udp
pda-data,3253,udp
pda-sys,3254,udp
semaphore,3255,udp
cpqrpm-agent,3256,udp
cpqrpm-server,3257,udp
ivecon-port,3258,udp
epncdp2,3259,udp
iscsi-target,3260,udp
winshadow,3261,udp
necp,3262,udp
ecolor-imager,3263,udp
ccmail,3264,udp
altav-tunnel,3265,udp
ns-cfg-server,3266,udp
ibm-dial-out,3267,udp
msft-gc,3268,udp
msft-gc-ssl,3269,udp
verismart,3270,udp
csoft-prev,3271,udp
user-manager,3272,udp
sxmp,3273,udp
ordinox-server,3274,udp
samd,3275,udp
maxim-asics,3276,udp
awg-proxy,3277,udp
lkcmserver,3278,udp
admind,3279,udp
vs-server,3280,udp
sysopt,3281,udp
datusorb,3282,udp
Apple Remote Desktop (Net Assistant),3283,udp
4talk,3284,udp
plato,3285,udp
e-net,3286,udp
directvdata,3287,udp
cops,3288,udp
enpc,3289,udp
caps-lm,3290,udp
sah-lm,3291,udp
cart-o-rama,3292,udp
fg-fps,3293,udp
fg-gip,3294,udp
dyniplookup,3295,udp
rib-slm,3296,udp
cytel-lm,3297,udp
deskview,3298,udp
pdrncs,3299,udp
tarantool,3301,udp
mcs-fastmail,3302,udp
opsession-clnt,3303,udp
opsession-srvr,3304,udp
odette-ftp,3305,udp
mysql,3306,udp
opsession-prxy,3307,udp
tns-server,3308,udp
tns-adv,3309,udp
dyna-access,3310,udp
mcns-tel-ret,3311,udp
appman-server,3312,udp
uorb,3313,udp
uohost,3314,udp
cdid,3315,udp
aicc-cmi,3316,udp
vsaiport,3317,udp
ssrip,3318,udp
sdt-lmd,3319,udp
officelink2000,3320,udp
vnsstr,3321,udp
sftu,3326,udp
bbars,3327,udp
egptlm,3328,udp
hp-device-disc,3329,udp
mcs-calypsoicf,3330,udp
mcs-messaging,3331,udp
mcs-mailsvr,3332,udp
dec-notes,3333,udp
directv-web,3334,udp
directv-soft,3335,udp
directv-tick,3336,udp
directv-catlg,3337,udp
anet-b,3338,udp
anet-l,3339,udp
anet-m,3340,udp
anet-h,3341,udp
webtie,3342,udp
ms-cluster-net,3343,udp
bnt-manager,3344,udp
influence,3345,udp
trnsprntproxy,3346,udp
phoenix-rpc,3347,udp
pangolin-laser,3348,udp
chevinservices,3349,udp
findviatv,3350,udp
btrieve,3351,udp
ssql,3352,udp
fatpipe,3353,udp
suitjd,3354,udp
ordinox-dbase,3355,udp
upnotifyps,3356,udp
adtech-test,3357,udp
mpsysrmsvr,3358,udp
wg-netforce,3359,udp
kv-server,3360,udp
kv-agent,3361,udp
dj-ilm,3362,udp
nati-vi-server,3363,udp
creativeserver,3364,udp
contentserver,3365,udp
creativepartnr,3366,udp
tip2,3372,udp
lavenir-lm,3373,udp
cluster-disc,3374,udp
vsnm-agent,3375,udp
cdbroker,3376,udp
cogsys-lm,3377,udp
wsicopy,3378,udp
socorfs,3379,udp
sns-channels,3380,udp
geneous,3381,udp
fujitsu-neat,3382,udp
esp-lm,3383,udp
hp-clic,3384,udp
qnxnetman,3385,udp
gprs-sig,3386,udp
backroomnet,3387,udp
cbserver,3388,udp
ms-wbt-server,3389,udp
dsc,3390,udp
savant,3391,udp
efi-lm,3392,udp
d2k-tapestry1,3393,udp
d2k-tapestry2,3394,udp
dyna-lm,3395,udp
printer-agent,3396,udp
printer_agent,3396,udp
cloanto-lm,3397,udp
mercantile,3398,udp
csms,3399,udp
csms2,3400,udp
filecast,3401,udp
fxaengine-net,3402,udp
nokia-ann-ch1,3405,udp
nokia-ann-ch2,3406,udp
ldap-admin,3407,udp
BESApi,3408,udp
networklens,3409,udp
networklenss,3410,udp
biolink-auth,3411,udp
xmlblaster,3412,udp
svnet,3413,udp
wip-port,3414,udp
bcinameservice,3415,udp
commandport,3416,udp
csvr,3417,udp
rnmap,3418,udp
softaudit,3419,udp
ifcp-port,3420,udp
bmap,3421,udp
rusb-sys-port,3422,udp
xtrm,3423,udp
xtrms,3424,udp
agps-port,3425,udp
arkivio,3426,udp
websphere-snmp,3427,udp
twcss,3428,udp
gcsp,3429,udp
ssdispatch,3430,udp
ndl-als,3431,udp
osdcp,3432,udp
opnet-smp,3433,udp
opencm,3434,udp
pacom,3435,udp
gc-config,3436,udp
autocueds,3437,udp
spiral-admin,3438,udp
hri-port,3439,udp
ans-console,3440,udp
connect-client,3441,udp
connect-server,3442,udp
ov-nnm-websrv,3443,udp
denali-server,3444,udp
monp,3445,udp
3comfaxrpc,3446,udp
directnet,3447,udp
dnc-port,3448,udp
hotu-chat,3449,udp
castorproxy,3450,udp
asam,3451,udp
sabp-signal,3452,udp
pscupd,3453,udp
mira,3454,udp
prsvp,3455,udp
vat,3456,udp
vat-control,3457,udp
d3winosfi,3458,udp
integral,3459,udp
edm-manager,3460,udp
edm-stager,3461,udp
edm-std-notify,3462,udp
edm-adm-notify,3463,udp
edm-mgr-sync,3464,udp
edm-mgr-cntrl,3465,udp
workflow,3466,udp
rcst,3467,udp
ttcmremotectrl,3468,udp
pluribus,3469,udp
jt400,3470,udp
jt400-ssl,3471,udp
jaugsremotec-1,3472,udp
jaugsremotec-2,3473,udp
ttntspauto,3474,udp
genisar-port,3475,udp
nppmp,3476,udp
ecomm,3477,udp
stun,3478,udp
turn,3478,udp
stun-behavior,3478,udp
twrpc,3479,udp
plethora,3480,udp
cleanerliverc,3481,udp
vulture,3482,udp
slim-devices,3483,udp
gbs-stp,3484,udp
celatalk,3485,udp
ifsf-hb-port,3486,udp
ltcudp,3487,udp
fs-rh-srv,3488,udp
dtp-dia,3489,udp
colubris,3490,udp
swr-port,3491,udp
tvdumtray-port,3492,udp
nut,3493,udp
ibm3494,3494,udp
seclayer-tcp,3495,udp
seclayer-tls,3496,udp
ipether232port,3497,udp
dashpas-port,3498,udp
sccip-media,3499,udp
rtmp-port,3500,udp
isoft-p2p,3501,udp
avinstalldisc,3502,udp
lsp-ping,3503,udp
ironstorm,3504,udp
ccmcomm,3505,udp
apc-3506,3506,udp
nesh-broker,3507,udp
interactionweb,3508,udp
vt-ssl,3509,udp
xss-port,3510,udp
webmail-2,3511,udp
aztec,3512,udp
arcpd,3513,udp
must-p2p,3514,udp
must-backplane,3515,udp
smartcard-port,3516,udp
802-11-iapp,3517,udp
artifact-msg,3518,udp
galileo,3519,udp
galileolog,3520,udp
mc3ss,3521,udp
nssocketport,3522,udp
odeumservlink,3523,udp
ecmport,3524,udp
eisport,3525,udp
starquiz-port,3526,udp
beserver-msg-q,3527,udp
jboss-iiop,3528,udp
jboss-iiop-ssl,3529,udp
gf,3530,udp
joltid,3531,udp
raven-rmp,3532,udp
raven-rdp,3533,udp
urld-port,3534,udp
ms-la,3535,udp
snac,3536,udp
ni-visa-remote,3537,udp
ibm-diradm,3538,udp
ibm-diradm-ssl,3539,udp
pnrp-port,3540,udp
voispeed-port,3541,udp
hacl-monitor,3542,udp
qftest-lookup,3543,udp
teredo,3544,udp
camac,3545,udp
symantec-sim,3547,udp
interworld,3548,udp
tellumat-nms,3549,udp
ssmpp,3550,udp
apcupsd,3551,udp
taserver,3552,udp
rbr-discovery,3553,udp
questnotify,3554,udp
razor,3555,udp
sky-transport,3556,udp
personalos-001,3557,udp
mcp-port,3558,udp
cctv-port,3559,udp
iniserve-port,3560,udp
bmc-onekey,3561,udp
sdbproxy,3562,udp
watcomdebug,3563,udp
esimport,3564,udp
dof-eps,3567,udp
dof-tunnel-sec,3568,udp
mbg-ctrl,3569,udp
mccwebsvr-port,3570,udp
megardsvr-port,3571,udp
megaregsvrport,3572,udp
tag-ups-1,3573,udp
dmaf-caster,3574,udp
ccm-port,3575,udp
cmc-port,3576,udp
config-port,3577,udp
data-port,3578,udp
ttat3lb,3579,udp
nati-svrloc,3580,udp
kfxaclicensing,3581,udp
press,3582,udp
canex-watch,3583,udp
u-dbap,3584,udp
emprise-lls,3585,udp
emprise-lsc,3586,udp
p2pgroup,3587,udp
sentinel,3588,udp
isomair,3589,udp
wv-csp-sms,3590,udp
gtrack-server,3591,udp
gtrack-ne,3592,udp
bpmd,3593,udp
mediaspace,3594,udp
shareapp,3595,udp
iw-mmogame,3596,udp
a14,3597,udp
a15,3598,udp
quasar-server,3599,udp
trap-daemon,3600,udp
visinet-gui,3601,udp
infiniswitchcl,3602,udp
int-rcv-cntrl,3603,udp
bmc-jmx-port,3604,udp
comcam-io,3605,udp
splitlock,3606,udp
precise-i3,3607,udp
trendchip-dcp,3608,udp
cpdi-pidas-cm,3609,udp
echonet,3610,udp
six-degrees,3611,udp
dataprotector,3612,udp
alaris-disc,3613,udp
sigma-port,3614,udp
start-network,3615,udp
cd3o-protocol,3616,udp
sharp-server,3617,udp
aairnet-1,3618,udp
aairnet-2,3619,udp
ep-pcp,3620,udp
ep-nsp,3621,udp
ff-lr-port,3622,udp
haipe-discover,3623,udp
dist-upgrade,3624,udp
volley,3625,udp
bvcdaemon-port,3626,udp
jamserverport,3627,udp
ept-machine,3628,udp
escvpnet,3629,udp
cs-remote-db,3630,udp
cs-services,3631,udp
distcc,3632,udp
wacp,3633,udp
hlibmgr,3634,udp
sdo,3635,udp
servistaitsm,3636,udp
scservp,3637,udp
ehp-backup,3638,udp
xap-ha,3639,udp
netplay-port1,3640,udp
netplay-port2,3641,udp
juxml-port,3642,udp
audiojuggler,3643,udp
ssowatch,3644,udp
cyc,3645,udp
xss-srv-port,3646,udp
splitlock-gw,3647,udp
fjcp,3648,udp
nmmp,3649,udp
prismiq-plugin,3650,udp
xrpc-registry,3651,udp
vxcrnbuport,3652,udp
tsp,3653,udp
vaprtm,3654,udp
abatemgr,3655,udp
abatjss,3656,udp
immedianet-bcn,3657,udp
ps-ams,3658,udp
apple-sasl,3659,udp
can-nds-ssl,3660,udp
can-ferret-ssl,3661,udp
pserver,3662,udp
dtp,3663,udp
ups-engine,3664,udp
ent-engine,3665,udp
eserver-pap,3666,udp
infoexch,3667,udp
dell-rm-port,3668,udp
casanswmgmt,3669,udp
smile,3670,udp
efcp,3671,udp
lispworks-orb,3672,udp
mediavault-gui,3673,udp
wininstall-ipc,3674,udp
calltrax,3675,udp
va-pacbase,3676,udp
roverlog,3677,udp
ipr-dglt,3678,udp
Escale (Newton Dock),3679,udp
npds-tracker,3680,udp
bts-x73,3681,udp
cas-mapi,3682,udp
bmc-ea,3683,udp
faxstfx-port,3684,udp
dsx-agent,3685,udp
tnmpv2,3686,udp
simple-push,3687,udp
simple-push-s,3688,udp
daap,3689,udp
svn,3690,udp
magaya-network,3691,udp
intelsync,3692,udp
bmc-data-coll,3695,udp
telnetcpcd,3696,udp
nw-license,3697,udp
sagectlpanel,3698,udp
kpn-icw,3699,udp
lrs-paging,3700,udp
netcelera,3701,udp
ws-discovery,3702,udp
adobeserver-3,3703,udp
adobeserver-4,3704,udp
adobeserver-5,3705,udp
rt-event,3706,udp
rt-event-s,3707,udp
sun-as-iiops,3708,udp
ca-idms,3709,udp
portgate-auth,3710,udp
edb-server2,3711,udp
sentinel-ent,3712,udp
tftps,3713,udp
delos-dms,3714,udp
anoto-rendezv,3715,udp
wv-csp-sms-cir,3716,udp
wv-csp-udp-cir,3717,udp
opus-services,3718,udp
itelserverport,3719,udp
ufastro-instr,3720,udp
xsync,3721,udp
xserveraid,3722,udp
sychrond,3723,udp
blizwow,3724,udp
na-er-tip,3725,udp
array-manager,3726,udp
e-mdu,3727,udp
e-woa,3728,udp
fksp-audit,3729,udp
client-ctrl,3730,udp
smap,3731,udp
m-wnn,3732,udp
multip-msg,3733,udp
synel-data,3734,udp
pwdis,3735,udp
rs-rmi,3736,udp
versatalk,3738,udp
launchbird-lm,3739,udp
heartbeat,3740,udp
wysdma,3741,udp
cst-port,3742,udp
ipcs-command,3743,udp
sasg,3744,udp
gw-call-port,3745,udp
linktest,3746,udp
linktest-s,3747,udp
webdata,3748,udp
cimtrak,3749,udp
cbos-ip-port,3750,udp
gprs-cube,3751,udp
vipremoteagent,3752,udp
nattyserver,3753,udp
timestenbroker,3754,udp
sas-remote-hlp,3755,udp
canon-capt,3756,udp
grf-port,3757,udp
apw-registry,3758,udp
exapt-lmgr,3759,udp
adtempusclient,3760,udp
gsakmp,3761,udp
gbs-smp,3762,udp
xo-wave,3763,udp
mni-prot-rout,3764,udp
rtraceroute,3765,udp
listmgr-port,3767,udp
rblcheckd,3768,udp
haipe-otnk,3769,udp
cindycollab,3770,udp
paging-port,3771,udp
ctp,3772,udp
ctdhercules,3773,udp
zicom,3774,udp
ispmmgr,3775,udp
dvcprov-port,3776,udp
jibe-eb,3777,udp
c-h-it-port,3778,udp
cognima,3779,udp
nnp,3780,udp
abcvoice-port,3781,udp
iso-tp0s,3782,udp
bim-pem,3783,udp
bfd-control,3784,udp
bfd-echo,3785,udp
upstriggervsw,3786,udp
fintrx,3787,udp
isrp-port,3788,udp
remotedeploy,3789,udp
quickbooksrds,3790,udp
tvnetworkvideo,3791,udp
sitewatch,3792,udp
dcsoftware,3793,udp
jaus,3794,udp
myblast,3795,udp
spw-dialer,3796,udp
idps,3797,udp
minilock,3798,udp
radius-dynauth,3799,udp
pwgpsi,3800,udp
ibm-mgr,3801,udp
vhd,3802,udp
soniqsync,3803,udp
iqnet-port,3804,udp
tcpdataserver,3805,udp
wsmlb,3806,udp
spugna,3807,udp
